Regulation,Language,Model,Question_No,Question_Text,FAISS 1st Ranked,FAISS 2nd Ranked,FAISS 3rd Ranked,FAISS Best Choice
EU_Late_Payment,Hungarian,text-embedding-3-small,10,Hogyan javíthatják a készségek és a digitalizáció a fizetési teljesítményt e javaslat szerint?,10,4,8,10
EU_Late_Payment,Hungarian,text-embedding-3-small,11,Milyen hatással van a javaslat a nemzetközi versenyképességre?,9,7,1,9
EU_Late_Payment,Hungarian,text-embedding-3-small,12,Mikortól kell alkalmazni az új szabályokat?,12,6,4,12
EU_Late_Payment,Hungarian,text-embedding-3-small,13,Hogyan fogják nyomon követni a szabályok végrehajtását és az előrehaladást?,12,4,5,12
EU_Late_Payment,Hungarian,text-embedding-ada-002,1,Miért javasol a Bizottság új szabályokat a kereskedelmi ügyletekhez kapcsolódó késedelmes fizetések leküzdésére?,1,3,4,1
EU_Late_Payment,Hungarian,text-embedding-ada-002,2,Hogyan érintik a késedelmes fizetések a vállalkozásokat és különösen a kkv-kat?,2,8,1,2
EU_Late_Payment,Hungarian,text-embedding-ada-002,3,"Miért döntött úgy a Bizottság, hogy felülvizsgálja a késedelmes fizetésekről szóló jelenlegi irányelvet?",3,1,4,3
EU_Late_Payment,Hungarian,text-embedding-ada-002,4,Melyek a késedelmes fizetésekről szóló rendeletre irányuló javaslat legfontosabb újdonságai a késedelmes fizetésekről szóló hatályos irányelvhez képest?,1,4,3,4
EU_Late_Payment,Hungarian,text-embedding-ada-002,5,Hogyan módosítja az új rendelet a törvényes fizetési határidőket?,5,4,7,5
EU_Late_Payment,Hungarian,text-embedding-ada-002,6,Melyek az adósok által fizetendő kamatokra és kártérítési díjakra vonatkozó új szabályok?,6,7,9,6
EU_Late_Payment,Hungarian,text-embedding-ada-002,7,Hogyan javítja az új rendelet a szabályok végrehajtását?,7,12,4,7
EU_Late_Payment,Hungarian,text-embedding-ada-002,8,Várhatóan milyen előnyökkel jár ez a javaslat a vállalkozások és különösen a kkv-k számára?,8,10,2,8
EU_Late_Payment,Hungarian,text-embedding-ada-002,9,A javaslat ró-e új adminisztratív terhet a kkv-kra és a hatóságokra? Mi a helyzet az egyéb költségekkel?,9,7,8,9
EU_Late_Payment,Hungarian,text-embedding-ada-002,10,Hogyan javíthatják a készségek és a digitalizáció a fizetési teljesítményt e javaslat szerint?,10,8,9,10
EU_Late_Payment,Hungarian,text-embedding-ada-002,11,Milyen hatással van a javaslat a nemzetközi versenyképességre?,11,9,4,11
EU_Late_Payment,Hungarian,text-embedding-ada-002,12,Mikortól kell alkalmazni az új szabályokat?,12,7,5,12
EU_Late_Payment,Hungarian,text-embedding-ada-002,13,Hogyan fogják nyomon követni a szabályok végrehajtását és az előrehaladást?,7,12,13,13
EU_Late_Payment,Italian,text-embedding-3-large,1,Perché la Commissione propone nuove norme per lottare contro i ritardi di pagamento nelle transazioni commerciali?,1,3,5,1
EU_Late_Payment,Italian,text-embedding-3-large,2,In che modo le imprese e le PMI risentono dei ritardi di pagamento?,2,8,11,2
EU_Late_Payment,Italian,text-embedding-3-large,3,Perché la Commissione ha deciso di rivedere l'attuale direttiva sui ritardi di pagamento?,3,1,5,3
EU_Late_Payment,Italian,text-embedding-3-large,4,Quali sono le principali novità della proposta di regolamento sui ritardi di pagamento rispetto all'attuale direttiva sui ritardi di pagamento?,5,7,3,5
EU_Late_Payment,Italian,text-embedding-3-large,5,In che modo il nuovo regolamento modifica i termini legali di pagamento?,5,6,7,5
EU_Late_Payment,Italian,text-embedding-3-large,6,Quali sono le nuove norme relative al pagamento degli interessi e al risarcimento da parte dei debitori?,6,7,4,6
EU_Late_Payment,Italian,text-embedding-3-large,7,In che modo il nuovo regolamento migliora l'applicazione delle norme?,4,6,7,7
EU_Late_Payment,Italian,text-embedding-3-large,8,"In che modo le imprese, in particolare le PMI, dovrebbero trarre beneficio da questa proposta?",8,10,9,8
EU_Late_Payment,Italian,text-embedding-3-large,9,La proposta crea introduce nuovi oneri amministrativi per le PMI e le autorità pubbliche? E cosa si prevede per gli altri costi?,9,8,7,9
EU_Late_Payment,Italian,text-embedding-3-large,10,"In che modo, in base a questa proposta, le competenze e la digitalizzazione possono migliorare le prestazioni di pagamento?",10,8,4,10
EU_Late_Payment,Italian,text-embedding-3-large,11,Quale sarà l'impatto della proposta sulla competitività internazionale?,9,11,8,11
EU_Late_Payment,Italian,text-embedding-3-large,12,Quando entreranno in vigore le nuove norme?,12,6,4,12
EU_Late_Payment,Italian,text-embedding-3-large,13,In che modo si intende monitorare l'attuazione delle norme e i progressi compiuti?,13,7,12,13
EU_Late_Payment,Italian,text-embedding-3-small,1,Perché la Commissione propone nuove norme per lottare contro i ritardi di pagamento nelle transazioni commerciali?,1,3,8,1
EU_Late_Payment,Italian,text-embedding-3-small,2,In che modo le imprese e le PMI risentono dei ritardi di pagamento?,2,8,1,2
EU_Late_Payment,Italian,text-embedding-3-small,3,Perché la Commissione ha deciso di rivedere l'attuale direttiva sui ritardi di pagamento?,3,1,8,3
EU_Late_Payment,Italian,text-embedding-3-small,4,Quali sono le principali novità della proposta di regolamento sui ritardi di pagamento rispetto all'attuale direttiva sui ritardi di pagamento?,3,5,6,3
EU_Late_Payment,Italian,text-embedding-3-small,5,In che modo il nuovo regolamento modifica i termini legali di pagamento?,5,6,7,5
EU_Late_Payment,Italian,text-embedding-3-small,6,Quali sono le nuove norme relative al pagamento degli interessi e al risarcimento da parte dei debitori?,6,7,4,6
EU_Late_Payment,Italian,text-embedding-3-small,7,In che modo il nuovo regolamento migliora l'applicazione delle norme?,12,4,6,12
EU_Late_Payment,Italian,text-embedding-3-small,8,"In che modo le imprese, in particolare le PMI, dovrebbero trarre beneficio da questa proposta?",8,10,9,8
EU_Late_Payment,Italian,text-embedding-3-small,9,La proposta crea introduce nuovi oneri amministrativi per le PMI e le autorità pubbliche? E cosa si prevede per gli altri costi?,9,8,7,9
EU_Late_Payment,Italian,text-embedding-3-small,10,"In che modo, in base a questa proposta, le competenze e la digitalizzazione possono migliorare le prestazioni di pagamento?",10,8,1,10
EU_Late_Payment,Italian,text-embedding-3-small,11,Quale sarà l'impatto della proposta sulla competitività internazionale?,9,4,8,9
EU_Late_Payment,Italian,text-embedding-3-small,12,Quando entreranno in vigore le nuove norme?,12,6,5,12
EU_Late_Payment,Italian,text-embedding-3-small,13,In che modo si intende monitorare l'attuazione delle norme e i progressi compiuti?,13,12,7,13
EU_Late_Payment,Italian,text-embedding-ada-002,1,Perché la Commissione propone nuove norme per lottare contro i ritardi di pagamento nelle transazioni commerciali?,1,3,11,1
EU_Late_Payment,Italian,text-embedding-ada-002,2,In che modo le imprese e le PMI risentono dei ritardi di pagamento?,2,1,8,2
EU_Late_Payment,Italian,text-embedding-ada-002,3,Perché la Commissione ha deciso di rivedere l'attuale direttiva sui ritardi di pagamento?,3,1,11,3
EU_Late_Payment,Italian,text-embedding-ada-002,4,Quali sono le principali novità della proposta di regolamento sui ritardi di pagamento rispetto all'attuale direttiva sui ritardi di pagamento?,3,1,7,3
EU_Late_Payment,Italian,text-embedding-ada-002,5,In che modo il nuovo regolamento modifica i termini legali di pagamento?,5,7,3,5
EU_Late_Payment,Italian,text-embedding-ada-002,6,Quali sono le nuove norme relative al pagamento degli interessi e al risarcimento da parte dei debitori?,6,7,9,6
EU_Late_Payment,Italian,text-embedding-ada-002,7,In che modo il nuovo regolamento migliora l'applicazione delle norme?,7,12,4,7
EU_Late_Payment,Italian,text-embedding-ada-002,8,"In che modo le imprese, in particolare le PMI, dovrebbero trarre beneficio da questa proposta?",8,10,2,8
EU_Late_Payment,Italian,text-embedding-ada-002,9,La proposta crea introduce nuovi oneri amministrativi per le PMI e le autorità pubbliche? E cosa si prevede per gli altri costi?,9,7,8,9
EU_Late_Payment,Italian,text-embedding-ada-002,10,"In che modo, in base a questa proposta, le competenze e la digitalizzazione possono migliorare le prestazioni di pagamento?",10,8,9,10
EU_Late_Payment,Italian,text-embedding-ada-002,11,Quale sarà l'impatto della proposta sulla competitività internazionale?,9,8,7,9
EU_Late_Payment,Italian,text-embedding-ada-002,12,Quando entreranno in vigore le nuove norme?,12,13,7,12
EU_Late_Payment,Italian,text-embedding-ada-002,13,In che modo si intende monitorare l'attuazione delle norme e i progressi compiuti?,13,7,12,13
EU_Late_Payment,Romanian,text-embedding-3-large,1,De ce propune Comisia noi norme pentru a combate întârzierile în efectuarea plăților în tranzacțiile comerciale?,1,3,5,1
EU_Late_Payment,Romanian,text-embedding-3-large,2,Care este impactul întârzierii în efectuarea plăților asupra întreprinderilor și a IMM-urilor?,2,8,11,2
EU_Late_Payment,Romanian,text-embedding-3-large,3,De ce a decis Comisia să revizuiască actuala Directivă privind întârzierea în efectuarea plăților?,3,1,5,3
EU_Late_Payment,Romanian,text-embedding-3-large,4,Care sunt principalele noutăți ale Propunerii de regulament privind întârzierea în efectuarea plăților comparativ cu actuala Directivă privind întârzierea în efectuarea plăților?,5,4,7,4
EU_Late_Payment,Romanian,text-embedding-3-large,5,Cum modifică noul regulament termenele legale de plată?,5,6,7,5
EU_Late_Payment,Romanian,text-embedding-3-large,6,Care sunt noile norme privind plata dobânzilor și a despăgubirilor de către debitori?,6,4,7,6
EU_Late_Payment,Romanian,text-embedding-3-large,7,În ce fel contribuie noul regulament la o mai bună asigurare a respectării normelor?,7,4,6,7
EU_Late_Payment,Romanian,text-embedding-3-large,8,Care sunt beneficiile estimate ale acestei propuneri pentru întreprinderi și mai ales pentru IMM-uri?,8,9,10,8
EU_Late_Payment,Romanian,text-embedding-3-large,9,Creează propunerea noi sarcini administrative pentru IMM-uri și autoritățile publice? Există alte costuri?,9,8,7,9
EU_Late_Payment,Romanian,text-embedding-3-large,10,În ce fel pot competențele și digitalizarea să îmbunătățească performanța în materie de plăți conform acestei propuneri?,8,10,4,10
EU_Late_Payment,Romanian,text-embedding-3-large,11,Care este impactul propunerii asupra competitivității internaționale?,9,8,11,11
EU_Late_Payment,Romanian,text-embedding-3-large,12,Când vor începe să se aplice noile norme?,12,6,4,12
EU_Late_Payment,Romanian,text-embedding-3-large,13,Cum se vor monitoriza punerea în aplicare a normelor și progresele înregistrate?,13,7,12,13
EU_Late_Payment,Romanian,text-embedding-3-small,1,De ce propune Comisia noi norme pentru a combate întârzierile în efectuarea plăților în tranzacțiile comerciale?,1,3,11,1
EU_Late_Payment,Romanian,text-embedding-3-small,2,Care este impactul întârzierii în efectuarea plăților asupra întreprinderilor și a IMM-urilor?,2,1,8,2
EU_Late_Payment,Romanian,text-embedding-3-small,3,De ce a decis Comisia să revizuiască actuala Directivă privind întârzierea în efectuarea plăților?,3,1,2,3
EU_Late_Payment,Romanian,text-embedding-3-small,4,Care sunt principalele noutăți ale Propunerii de regulament privind întârzierea în efectuarea plăților comparativ cu actuala Directivă privind întârzierea în efectuarea plăților?,3,1,5,3
EU_Late_Payment,Romanian,text-embedding-3-small,5,Cum modifică noul regulament termenele legale de plată?,5,6,1,5
EU_Late_Payment,Romanian,text-embedding-3-small,6,Care sunt noile norme privind plata dobânzilor și a despăgubirilor de către debitori?,6,7,5,6
EU_Late_Payment,Romanian,text-embedding-3-small,7,În ce fel contribuie noul regulament la o mai bună asigurare a respectării normelor?,7,6,4,7
EU_Late_Payment,Romanian,text-embedding-3-small,8,Care sunt beneficiile estimate ale acestei propuneri pentru întreprinderi și mai ales pentru IMM-uri?,8,9,2,8
EU_Late_Payment,Romanian,text-embedding-3-small,9,Creează propunerea noi sarcini administrative pentru IMM-uri și autoritățile publice? Există alte costuri?,9,8,2,9
EU_Late_Payment,Romanian,text-embedding-3-small,10,În ce fel pot competențele și digitalizarea să îmbunătățească performanța în materie de plăți conform acestei propuneri?,10,8,1,10
EU_Late_Payment,Romanian,text-embedding-3-small,11,Care este impactul propunerii asupra competitivității internaționale?,4,9,8,4
EU_Late_Payment,Romanian,text-embedding-3-small,12,Când vor începe să se aplice noile norme?,12,6,13,12
EU_Late_Payment,Romanian,text-embedding-3-small,13,Cum se vor monitoriza punerea în aplicare a normelor și progresele înregistrate?,13,7,12,13
EU_Late_Payment,Romanian,text-embedding-ada-002,1,De ce propune Comisia noi norme pentru a combate întârzierile în efectuarea plăților în tranzacțiile comerciale?,1,3,11,1
EU_Late_Payment,Romanian,text-embedding-ada-002,2,Care este impactul întârzierii în efectuarea plăților asupra întreprinderilor și a IMM-urilor?,2,1,8,2
EU_Late_Payment,Romanian,text-embedding-ada-002,3,De ce a decis Comisia să revizuiască actuala Directivă privind întârzierea în efectuarea plăților?,3,1,11,3
EU_Late_Payment,Romanian,text-embedding-ada-002,4,Care sunt principalele noutăți ale Propunerii de regulament privind întârzierea în efectuarea plăților comparativ cu actuala Directivă privind întârzierea în efectuarea plăților?,3,1,7,3
EU_Late_Payment,Romanian,text-embedding-ada-002,5,Cum modifică noul regulament termenele legale de plată?,5,6,7,5
EU_Late_Payment,Romanian,text-embedding-ada-002,6,Care sunt noile norme privind plata dobânzilor și a despăgubirilor de către debitori?,6,7,9,6
EU_Late_Payment,Romanian,text-embedding-ada-002,7,În ce fel contribuie noul regulament la o mai bună asigurare a respectării normelor?,7,4,6,7
EU_Late_Payment,Romanian,text-embedding-ada-002,8,Care sunt beneficiile estimate ale acestei propuneri pentru întreprinderi și mai ales pentru IMM-uri?,8,10,9,8
EU_Late_Payment,Romanian,text-embedding-ada-002,9,Creează propunerea noi sarcini administrative pentru IMM-uri și autoritățile publice? Există alte costuri?,9,8,10,9
EU_Late_Payment,Romanian,text-embedding-ada-002,10,În ce fel pot competențele și digitalizarea să îmbunătățească performanța în materie de plăți conform acestei propuneri?,10,8,7,10
EU_Late_Payment,Romanian,text-embedding-ada-002,11,Care este impactul propunerii asupra competitivității internaționale?,9,8,1,9
EU_Late_Payment,Romanian,text-embedding-ada-002,12,Când vor începe să se aplice noile norme?,12,7,13,12
EU_Late_Payment,Romanian,text-embedding-ada-002,13,Cum se vor monitoriza punerea în aplicare a normelor și progresele înregistrate?,13,7,12,13
EU_Single_Currency,English,text-embedding-3-large,1,What is ‘legal tender' of euro banknotes and coins?,1,6,2,1
EU_Single_Currency,English,text-embedding-3-large,2,Why is the Commission acting on this now?,2,37,7,2
EU_Single_Currency,English,text-embedding-3-large,3,What are the objectives of the proposal?,3,5,2,3
EU_Single_Currency,English,text-embedding-3-large,4,How does the proposal safeguard the acceptance of – and access to – cash?,3,5,4,4
EU_Single_Currency,English,text-embedding-3-large,5,How does the proposal contribute to financial inclusion?,5,14,3,5
EU_Single_Currency,English,text-embedding-3-large,6,What is the legal basis of the proposal?,2,6,3,6
EU_Single_Currency,English,text-embedding-3-large,7,What are the next steps?,39,7,11,7
EU_Single_Currency,English,text-embedding-3-large,8,What would the digital euro be?,8,0,17,8
EU_Single_Currency,English,text-embedding-3-large,0,Why do we need a digital euro?,0,10,33,0
EU_Single_Currency,English,text-embedding-3-large,10,"What would the added value of a digital euro be compared to existing private digital payments solutions, such as cards and mobile payments?",0,10,33,10
EU_Single_Currency,English,text-embedding-3-large,11,Who would issue the digital euro and when?,11,39,17,11
EU_Single_Currency,English,text-embedding-3-large,12,"Would the digital euro replace cash, if adopted?",0,12,8,12
EU_Single_Currency,English,text-embedding-3-large,13,"How much would the digital euro cost? Would I need to pay a fee to open a digital euro account, send money abroad, or withdraw cash at an ATM from my digital euro account?",13,14,27,13
EU_Single_Currency,English,text-embedding-3-large,14,How would a digital euro support financial inclusion? Would the digital euro be able to be used offline?,14,10,19,14
EU_Single_Currency,English,text-embedding-3-large,15,Who would have access to my personal data and for what purpose? How would my data be protected?,15,29,18,15
EU_Single_Currency,English,text-embedding-3-large,16,What are the differences between online and offline payments in digital euro?,16,19,10,16
EU_Single_Currency,English,text-embedding-3-large,17,What is the difference between a digital euro and the euro we already have in our bank accounts?,8,0,10,8
EU_Single_Currency,English,text-embedding-3-large,18,Where and how would I be able to access the digital euro?,19,27,8,19
EU_Single_Currency,English,text-embedding-3-large,19,Where and how would I be able to use my digital euro?,19,27,10,19
EU_Single_Currency,English,text-embedding-3-large,20,Would I be able to make mobile payments with digital euro? Would I be able to use my European Digital Identity Wallet?,20,19,27,20
EU_Single_Currency,English,text-embedding-3-large,21,Would my digital euro account be remunerated?,21,18,13,21
EU_Single_Currency,English,text-embedding-3-large,22,Would I be able to have more than one digital euro account?,22,18,24,22
EU_Single_Currency,English,text-embedding-3-large,23,Would the digital euro be programmable – i.e.  by public authorities to be used for specific purposes?,23,34,17,23
EU_Single_Currency,English,text-embedding-3-large,24,Would there be limits to the amount of digital euro that I can hold on my account?,24,22,37,24
EU_Single_Currency,English,text-embedding-3-large,25,What would the role of the private sector be?,25,18,33,25
EU_Single_Currency,English,text-embedding-3-large,26,"As a merchant, would I need to accept the digital euro?",26,33,27,26
EU_Single_Currency,English,text-embedding-3-large,27,"As a merchant, how would I process digital euro transactions?",27,26,19,27
EU_Single_Currency,English,text-embedding-3-large,28,How would the digital euro impact the banking system?,28,33,36,28
EU_Single_Currency,English,text-embedding-3-large,29,"Who would be able to hold digital euro? Would I be able to hold a digital euro account even if I no longer reside in the euro area, or when I go back to my country of residence after travelling to the euro area?",29,30,31,29
EU_Single_Currency,English,text-embedding-3-large,30,Would I be able to use my digital euro outside the euro area?,30,33,19,30
EU_Single_Currency,English,text-embedding-3-large,31,Would EU Member States that are not in the euro area have access to the digital euro? What about third countries?,29,31,33,31
EU_Single_Currency,English,text-embedding-3-large,32,Are other countries developing central bank digital currencies?,32,33,0,32
EU_Single_Currency,English,text-embedding-3-large,33,How would the digital euro support the international role of the euro?,33,0,19,33
EU_Single_Currency,English,text-embedding-3-large,34,How would the digital euro support innovation in payments?,34,10,36,34
EU_Single_Currency,English,text-embedding-3-large,35,How would the digital euro support resilience in payments?,35,10,0,35
EU_Single_Currency,English,text-embedding-3-large,36,What synergies will there be with instant payments and the Commission's wider retail payments strategy?,36,16,34,36
EU_Single_Currency,English,text-embedding-3-large,37,Would there be safeguards to prevent money laundering and the financing of terrorism?,37,24,4,37
EU_Single_Currency,English,text-embedding-3-large,38,What are the respective roles of the co-legislator and the European Central Bank?,39,7,6,39
EU_Single_Currency,English,text-embedding-3-large,39,What are the next steps on today's proposal?,39,7,37,39
EU_Single_Currency,English,text-embedding-3-small,1,What is ‘legal tender' of euro banknotes and coins?,1,6,2,1
EU_Single_Currency,English,text-embedding-3-small,2,Why is the Commission acting on this now?,37,39,4,37
EU_Single_Currency,English,text-embedding-3-small,3,What are the objectives of the proposal?,3,5,2,3
EU_Single_Currency,English,text-embedding-3-small,4,How does the proposal safeguard the acceptance of – and access to – cash?,3,5,4,4
EU_Single_Currency,English,text-embedding-3-small,5,How does the proposal contribute to financial inclusion?,5,3,14,5
EU_Single_Currency,English,text-embedding-3-small,6,What is the legal basis of the proposal?,3,2,6,6
EU_Single_Currency,English,text-embedding-3-small,7,What are the next steps?,7,39,11,7
EU_Single_Currency,English,text-embedding-3-small,8,What would the digital euro be?,8,17,33,8
EU_Single_Currency,English,text-embedding-3-small,0,Why do we need a digital euro?,0,33,10,0
EU_Single_Currency,English,text-embedding-3-small,10,"What would the added value of a digital euro be compared to existing private digital payments solutions, such as cards and mobile payments?",10,34,20,10
EU_Single_Currency,English,text-embedding-3-small,11,Who would issue the digital euro and when?,11,39,17,11
EU_Single_Currency,English,text-embedding-3-small,12,"Would the digital euro replace cash, if adopted?",12,8,17,12
EU_Single_Currency,English,text-embedding-3-small,13,"How much would the digital euro cost? Would I need to pay a fee to open a digital euro account, send money abroad, or withdraw cash at an ATM from my digital euro account?",13,19,10,13
EU_Single_Currency,English,text-embedding-3-small,14,How would a digital euro support financial inclusion? Would the digital euro be able to be used offline?,14,19,10,14
EU_Single_Currency,English,text-embedding-3-small,15,Who would have access to my personal data and for what purpose? How would my data be protected?,15,10,29,15
EU_Single_Currency,English,text-embedding-3-small,16,What are the differences between online and offline payments in digital euro?,16,19,10,16
EU_Single_Currency,English,text-embedding-3-small,17,What is the difference between a digital euro and the euro we already have in our bank accounts?,8,10,27,8
EU_Single_Currency,English,text-embedding-3-small,18,Where and how would I be able to access the digital euro?,29,33,19,29
EU_Single_Currency,English,text-embedding-3-small,19,Where and how would I be able to use my digital euro?,27,19,33,19
EU_Single_Currency,English,text-embedding-3-small,20,Would I be able to make mobile payments with digital euro? Would I be able to use my European Digital Identity Wallet?,20,19,27,20
EU_Single_Currency,English,text-embedding-3-small,21,Would my digital euro account be remunerated?,21,13,33,21
EU_Single_Currency,English,text-embedding-3-small,22,Would I be able to have more than one digital euro account?,22,18,27,22
EU_Single_Currency,English,text-embedding-3-small,23,Would the digital euro be programmable – i.e.  by public authorities to be used for specific purposes?,23,34,38,23
EU_Single_Currency,English,text-embedding-3-small,24,Would there be limits to the amount of digital euro that I can hold on my account?,24,22,28,24
EU_Single_Currency,English,text-embedding-3-small,25,What would the role of the private sector be?,25,15,34,25
EU_Single_Currency,English,text-embedding-3-small,26,"As a merchant, would I need to accept the digital euro?",26,27,33,26
EU_Single_Currency,English,text-embedding-3-small,27,"As a merchant, how would I process digital euro transactions?",27,26,19,27
EU_Single_Currency,English,text-embedding-3-small,28,How would the digital euro impact the banking system?,28,8,34,28
EU_Single_Currency,English,text-embedding-3-small,29,"Who would be able to hold digital euro? Would I be able to hold a digital euro account even if I no longer reside in the euro area, or when I go back to my country of residence after travelling to the euro area?",29,18,30,29
EU_Single_Currency,English,text-embedding-3-small,30,Would I be able to use my digital euro outside the euro area?,30,31,33,30
EU_Single_Currency,English,text-embedding-3-small,31,Would EU Member States that are not in the euro area have access to the digital euro? What about third countries?,31,29,33,31
EU_Single_Currency,English,text-embedding-3-small,32,Are other countries developing central bank digital currencies?,32,33,8,32
EU_Single_Currency,English,text-embedding-3-small,33,How would the digital euro support the international role of the euro?,33,0,34,33
EU_Single_Currency,English,text-embedding-3-small,34,How would the digital euro support innovation in payments?,34,10,0,34
EU_Single_Currency,English,text-embedding-3-small,35,How would the digital euro support resilience in payments?,35,10,0,35
EU_Single_Currency,English,text-embedding-3-small,36,What synergies will there be with instant payments and the Commission's wider retail payments strategy?,36,34,37,36
EU_Single_Currency,English,text-embedding-3-small,37,Would there be safeguards to prevent money laundering and the financing of terrorism?,37,24,4,37
EU_Single_Currency,English,text-embedding-3-small,38,What are the respective roles of the co-legislator and the European Central Bank?,39,38,11,38
EU_Single_Currency,English,text-embedding-3-small,39,What are the next steps on today's proposal?,39,3,37,39
EU_Single_Currency,English,text-embedding-ada-002,1,What is ‘legal tender' of euro banknotes and coins?,1,2,6,1
EU_Single_Currency,English,text-embedding-ada-002,2,Why is the Commission acting on this now?,7,39,37,7
EU_Single_Currency,English,text-embedding-ada-002,3,What are the objectives of the proposal?,3,5,11,3
EU_Single_Currency,English,text-embedding-ada-002,4,How does the proposal safeguard the acceptance of – and access to – cash?,3,5,4,4
EU_Single_Currency,English,text-embedding-ada-002,5,How does the proposal contribute to financial inclusion?,5,3,14,5
EU_Single_Currency,English,text-embedding-ada-002,6,What is the legal basis of the proposal?,3,2,5,3
EU_Single_Currency,English,text-embedding-ada-002,7,What are the next steps?,39,7,11,7
EU_Single_Currency,English,text-embedding-ada-002,8,What would the digital euro be?,8,10,14,8
EU_Single_Currency,English,text-embedding-ada-002,0,Why do we need a digital euro?,14,10,0,0
EU_Single_Currency,English,text-embedding-ada-002,10,"What would the added value of a digital euro be compared to existing private digital payments solutions, such as cards and mobile payments?",20,10,34,10
EU_Single_Currency,English,text-embedding-ada-002,11,Who would issue the digital euro and when?,39,11,8,11
EU_Single_Currency,English,text-embedding-ada-002,12,"Would the digital euro replace cash, if adopted?",12,34,8,12
EU_Single_Currency,English,text-embedding-ada-002,13,"How much would the digital euro cost? Would I need to pay a fee to open a digital euro account, send money abroad, or withdraw cash at an ATM from my digital euro account?",13,19,18,13
EU_Single_Currency,English,text-embedding-ada-002,14,How would a digital euro support financial inclusion? Would the digital euro be able to be used offline?,14,10,19,14
EU_Single_Currency,English,text-embedding-ada-002,15,Who would have access to my personal data and for what purpose? How would my data be protected?,15,29,27,15
EU_Single_Currency,English,text-embedding-ada-002,16,What are the differences between online and offline payments in digital euro?,16,19,10,16
EU_Single_Currency,English,text-embedding-ada-002,17,What is the difference between a digital euro and the euro we already have in our bank accounts?,8,10,14,8
EU_Single_Currency,English,text-embedding-ada-002,18,Where and how would I be able to access the digital euro?,19,29,20,19
EU_Single_Currency,English,text-embedding-ada-002,19,Where and how would I be able to use my digital euro?,19,20,10,19
EU_Single_Currency,English,text-embedding-ada-002,20,Would I be able to make mobile payments with digital euro? Would I be able to use my European Digital Identity Wallet?,20,19,10,20
EU_Single_Currency,English,text-embedding-ada-002,21,Would my digital euro account be remunerated?,21,13,18,21
EU_Single_Currency,English,text-embedding-ada-002,22,Would I be able to have more than one digital euro account?,22,18,24,22
EU_Single_Currency,English,text-embedding-ada-002,23,Would the digital euro be programmable – i.e.  by public authorities to be used for specific purposes?,23,34,14,23
EU_Single_Currency,English,text-embedding-ada-002,24,Would there be limits to the amount of digital euro that I can hold on my account?,24,22,23,24
EU_Single_Currency,English,text-embedding-ada-002,25,What would the role of the private sector be?,25,5,15,25
EU_Single_Currency,English,text-embedding-ada-002,26,"As a merchant, would I need to accept the digital euro?",26,20,27,26
EU_Single_Currency,English,text-embedding-ada-002,27,"As a merchant, how would I process digital euro transactions?",27,26,20,27
EU_Single_Currency,English,text-embedding-ada-002,28,How would the digital euro impact the banking system?,28,36,15,28
EU_Single_Currency,English,text-embedding-ada-002,29,"Who would be able to hold digital euro? Would I be able to hold a digital euro account even if I no longer reside in the euro area, or when I go back to my country of residence after travelling to the euro area?",29,31,19,29
EU_Single_Currency,English,text-embedding-ada-002,30,Would I be able to use my digital euro outside the euro area?,30,19,31,30
EU_Single_Currency,English,text-embedding-ada-002,31,Would EU Member States that are not in the euro area have access to the digital euro? What about third countries?,31,29,33,31
EU_Single_Currency,English,text-embedding-ada-002,32,Are other countries developing central bank digital currencies?,32,8,31,32
EU_Single_Currency,English,text-embedding-ada-002,33,How would the digital euro support the international role of the euro?,33,14,34,33
EU_Single_Currency,English,text-embedding-ada-002,34,How would the digital euro support innovation in payments?,34,36,10,34
EU_Single_Currency,English,text-embedding-ada-002,35,How would the digital euro support resilience in payments?,35,14,10,35
EU_Single_Currency,English,text-embedding-ada-002,36,What synergies will there be with instant payments and the Commission's wider retail payments strategy?,36,5,34,36
EU_Single_Currency,English,text-embedding-ada-002,37,Would there be safeguards to prevent money laundering and the financing of terrorism?,37,5,24,37
EU_Single_Currency,English,text-embedding-ada-002,38,What are the respective roles of the co-legislator and the European Central Bank?,39,11,28,39
EU_Single_Currency,English,text-embedding-ada-002,39,What are the next steps on today's proposal?,39,3,11,39
EU_Single_Currency,French,text-embedding-3-large,1,Qu'est-ce que le «cours légal» des billets et pièces en euros?,1,2,6,1
EU_Single_Currency,French,text-embedding-3-large,2,Pourquoi la Commission agit-elle maintenant?,37,2,7,2
EU_Single_Currency,French,text-embedding-3-large,3,Quels sont les objectifs de la proposition?,3,5,2,3
EU_Single_Currency,French,text-embedding-3-large,4,De quelle manière la proposition garantit-elle l'acceptation des espèces et l'accès à celles-ci?,3,5,4,4
EU_Single_Currency,French,text-embedding-3-large,5,De quelle manière la proposition contribue-t-elle à l'inclusion financière?,5,14,3,5
EU_Single_Currency,French,text-embedding-3-large,6,Quelle est la base juridique de la proposition?,2,6,3,6
EU_Single_Currency,French,text-embedding-3-large,7,Quelles sont les prochaines étapes?,7,39,37,7
EU_Single_Currency,French,text-embedding-3-large,8,En quoi consisterait l'euro numérique?,8,19,17,8
EU_Single_Currency,French,text-embedding-3-large,9,Quelle est la nécessité d'un euro numérique?,9,10,33,9
